qid	cid	question_category	question_subject	question	comment	comment_gold
Q291	Q291_C4	Doha Shopping	Travel Insurance	My wife and me are going on a cruise ship fairly shortly for which I need a Schengen visa - thats ok but as part of the application, I need travel insurance - the cruise company cannot help with their standard package as its only available to UK residents. Anybody suggest where I can purchase Travel Insurance either on line or in a shop in Qatar. Thanks	I get my travel insurance online from QGIR. Haven't made a claim yet (touchwood) so cannot comment on their claim procedures. In terms of convenience, all it required was a credit card and I paid my premium online - saved me a trip to the travel agent etc. who anyways take it from these Co's. http://www.qgirco.com/	Good
Q299	Q299_C1	Doha Shopping	How to reach Shabeer ka hotel and Sara Pakistani restaurant?	New in city, can somebody guide me how can I reach to Shabeer ka hotel aka jamaal al jamaal restaurant and Sara pakistani restaurant? How can I reach these places if I am coming from C Ring Road Ramada intersection towards Jaida flyover? will be grateful	If you are coming from Jaidah flyover on Musheirb street on your right you will see food Palace and next will be Home Centre. Turn left drive straight at the end you will see Sara Restaurant.	Good
Q299	Q299_C2	Doha Shopping	How to reach Shabeer ka hotel and Sara Pakistani restaurant?	New in city, can somebody guide me how can I reach to Shabeer ka hotel aka jamaal al jamaal restaurant and Sara pakistani restaurant? How can I reach these places if I am coming from C Ring Road Ramada intersection towards Jaida flyover? will be grateful	Sorry after Food Palace turn RIGHT	Good
Q299	Q299_C4	Doha Shopping	How to reach Shabeer ka hotel and Sara Pakistani restaurant?	New in city, can somebody guide me how can I reach to Shabeer ka hotel aka jamaal al jamaal restaurant and Sara pakistani restaurant? How can I reach these places if I am coming from C Ring Road Ramada intersection towards Jaida flyover? will be grateful	if you're coming from the Home centre(on your left) don't go on the Jaida flyover, go straight towards 'the Centre' on side road & before the end of the flyover, turn right to the freeq Bin Mahmood... go straight...pass traffic signals...now from the 2nd T/signals, turn left...then first turn to right get into a narrow street...after some 100 meters the hotel is on your left... Its a small Dhaba type place & the name is Jamaal al Jamaal restaurant. hope its understandable...	Good
Q302	Q302_C1	Cars	CAR	HI, I Want buy a car,Which one is good,i like mazda3,plz give me a suggestion? thank u	In small care Toyota corolla is the best.	Good
Q302	Q302_C2	Cars	CAR	HI, I Want buy a car,Which one is good,i like mazda3,plz give me a suggestion? thank u	nissan tida	Good
Q302	Q302_C3	Cars	CAR	HI, I Want buy a car,Which one is good,i like mazda3,plz give me a suggestion? thank u	"Go for Honda Civic... IntelliChoice named the 2008 Civic ""Best Overall Value of the Year"" and ""2008 Best Resale Value: Top 10"" Sit back and enjoy the ride ;)"	Good
Q302	Q302_C4	Cars	CAR	HI, I Want buy a car,Which one is good,i like mazda3,plz give me a suggestion? thank u	Volvo is the safest car on the road, very important with the driving in Qatar	Good
Q302	Q302_C5	Cars	CAR	HI, I Want buy a car,Which one is good,i like mazda3,plz give me a suggestion? thank u	don't go TOYOTA until they improve their service otherwise u will be in deep shit !!!!!	Bad
Q302	Q302_C6	Cars	CAR	HI, I Want buy a car,Which one is good,i like mazda3,plz give me a suggestion? thank u	NISSAN TIDA is the best	Good
Q302	Q302_C7	Cars	CAR	HI, I Want buy a car,Which one is good,i like mazda3,plz give me a suggestion? thank u	any car made in Japan it's good like: Toyota or Honda	Good
Q302	Q302_C8	Cars	CAR	HI, I Want buy a car,Which one is good,i like mazda3,plz give me a suggestion? thank u	Japanese, Chinese, Korean, Indian etc cars suck my friend! go for German :)	Bad
Q302	Q302_C9	Cars	CAR	HI, I Want buy a car,Which one is good,i like mazda3,plz give me a suggestion? thank u	If u like mazda3 why should ask a question??? go ahead	Bad
Q302	Q302_C11	Cars	CAR	HI, I Want buy a car,Which one is good,i like mazda3,plz give me a suggestion? thank u	go for outlander Mitsubishi its nice car 4X4 4 celender u can save fuel and fast,strong,this summer i traveled to my country driving and it was so strong while am driving alhamduallah. ABS,6 airbags,cruise control,6 CD,sportage gear go ahead am with u	Good
Q316	Q316_C1	Life in Qatar	Bathroom Water To HOT !	any tips to get cooler water ?	put ice...lol My friend,store water in your geyser then use it water few hours...but make sure geyser is off.lol	Good
Q316	Q316_C2	Life in Qatar	Bathroom Water To HOT !	any tips to get cooler water ?	Use Geyser water.	Good
Q316	Q316_C3	Life in Qatar	Bathroom Water To HOT !	any tips to get cooler water ?	Bucket & cup set !	Bad
Q316	Q316_C4	Life in Qatar	Bathroom Water To HOT !	any tips to get cooler water ?	Buy common sense...	Bad
Q316	Q316_C5	Life in Qatar	Bathroom Water To HOT !	any tips to get cooler water ?	keep the water in the bucket in that bathroom for the evening. after taking bath in the evening then keep water in that bucket for the morning. make this as a habit then you will get cold water at both time lol.....	Good
Q316	Q316_C6	Life in Qatar	Bathroom Water To HOT !	any tips to get cooler water ?	If you have a water heater: turn off water heater ( boiler) in your bathroom or kitchen. This water will remain room temperature. So, use cold water ( blue part of tap) as hot water and red one as cold water ( oposite to what you do in winter) when water heater is on.	Good
Q316	Q316_C7	Life in Qatar	Bathroom Water To HOT !	any tips to get cooler water ?	there are water tank coolers available near najma which work like a refrigerator for your tank when connected....but they are expensive around 3000 to 4000Qr plus additional for installation	Good
Q316	Q316_C8	Life in Qatar	Bathroom Water To HOT !	any tips to get cooler water ?	I know some friends who have installed Chiller at their home, and it is the best solution.	Good
Q316	Q316_C9	Life in Qatar	Bathroom Water To HOT !	any tips to get cooler water ?	Beware of your toilet hand spray haha. OMG I cannot imagine the half boiled asssss.	Bad
Q318	Q318_C1	Qatar Living Lounge	Hangover Cure	Whats your best hangover cure? I feel terrible :(	cold water. Add a full lemon juice. Add a pinch of salt. Drink :) Second on is Disprin tablet. Both work for me. Source: - A study Conducted by FriedUnicorn - Vol I (September,1999)	Good
Q318	Q318_C2	Qatar Living Lounge	Hangover Cure	Whats your best hangover cure? I feel terrible :(	pour 1.5 ounces of Johnny Walker over them,,,,drink quickly, get one with the day... :)	Good
Q318	Q318_C3	Qatar Living Lounge	Hangover Cure	Whats your best hangover cure? I feel terrible :(	welcome to the club. it's the only time i become religious. my friday ritual is to curse the ppl i drank with, keep the curtains closed and stay in bed in the fetal position all day. basically what i'm doing now typing this.	Bad
Q318	Q318_C4	Qatar Living Lounge	Hangover Cure	Whats your best hangover cure? I feel terrible :(	"Sleep... sleep... sleep... <img src=""http://www.nurseryrhymes4u.com/NURSERY_RHYMES/_RefFiles/dogrunning.gif"">"	Good
Q318	Q318_C5	Qatar Living Lounge	Hangover Cure	Whats your best hangover cure? I feel terrible :(	have a chilled beer..it usually works super quick..not kidding..in fact back home we call it the 'uttari'(means getting it down)..the hangover i mean..	Good
Q318	Q318_C6	Qatar Living Lounge	Hangover Cure	Whats your best hangover cure? I feel terrible :(	Go and sit in the hot sun for 1 hour, u wl get releaved and dont go back for another **g ,have nice shower,eat n sleep	Good
Q318	Q318_C7	Qatar Living Lounge	Hangover Cure	Whats your best hangover cure? I feel terrible :(	Two fingers on the throat....buuuuuuurp! Than one shoot of Jack Daniel's! If this is not working...try what Flanostu said! :)	Good
Q318	Q318_C8	Qatar Living Lounge	Hangover Cure	Whats your best hangover cure? I feel terrible :(	Continue with what you had stopped with. The only professional cure that is!	Good
Q318	Q318_C9	Qatar Living Lounge	Hangover Cure	Whats your best hangover cure? I feel terrible :(	The BEST best hangover cure is DO NOT OVER DRINK<pre> <p> &#160; </p> <p> &#160; </p> <p> &#160; </p> <p> [img_assist|nid=50852|title=hmm|desc=|link=none|align=left|width=|height=0] </p> </pre>	Good
Q328	Q328_C1	Electronics	psp 1000 or psp3000	i would like to buy a psp but i am confused ,which one to buy plzz help me!!!!!!!!!!!!!!!	PSP2000 or PSP3000 either one can do more than the 1000....if you wanna use it for a Skype phone, you have to have 2000 or better.....	Good
